year,country_code,country,indicator,value
2007,PHL,Philippines,Real long-term bond yield (%),5.8024211384347
2008,PHL,Philippines,Government expenditure (% of GDP),17.884154168114
2008,PHL,Philippines,Government revenue (% of GDP),17.900629892503
2008,PHL,Philippines,Gross public debt (% of GDP),50.0100929182
2008,PHL,Philippines,Interest on public debt (% of GDP),3.2552362991275
2008,PHL,Philippines,Primary balance (% of GDP),3.2717120235164
2008,PHL,Philippines,Primary expenditure (% of GDP),14.628917868987
2008,PHL,Philippines,Real GDP growth rate (%),4.3444947338981
2008,PHL,Philippines,Real long-term bond yield (%),1.8209979594873
2009,PHL,Philippines,Government expenditure (% of GDP),19.209310351598
2009,PHL,Philippines,Government revenue (% of GDP),16.640420844689
2009,PHL,Philippines,Gross public debt (% of GDP),49.805295824846
2009,PHL,Philippines,Interest on public debt (% of GDP),3.1677313927394
2009,PHL,Philippines,Primary balance (% of GDP),0.59884188583071
2009,PHL,Philippines,Primary expenditure (% of GDP),16.041578958858
2009,PHL,Philippines,Real GDP growth rate (%),1.448308508776
2009,PHL,Philippines,Real long-term bond yield (%),5.2952647629689
2010,PHL,Philippines,Government expenditure (% of GDP),18.348217104862
2010,PHL,Philippines,Government revenue (% of GDP),16.094578289732
2010,PHL,Philippines,Gross public debt (% of GDP),47.586513297426
2010,PHL,Philippines,Interest on public debt (% of GDP),2.9063718721445
2010,PHL,Philippines,Primary balance (% of GDP),0.65273305701465
2010,PHL,Philippines,Primary expenditure (% of GDP),15.441845232717
2010,PHL,Philippines,Real GDP growth rate (%),7.3345008729675
2010,PHL,Philippines,Real long-term bond yield (%),4.956287975027
2011,PHL,Philippines,Government expenditure (% of GDP),17.217892523181
2011,PHL,Philippines,Government revenue (% of GDP),16.840807510393
2011,PHL,Philippines,Gross public debt (% of GDP),45.433618192504
2011,PHL,Philippines,Interest on public debt (% of GDP),2.4731233036645
2011,PHL,Philippines,Primary balance (% of GDP),2.0960382908764
2011,PHL,Philippines,Primary expenditure (% of GDP),14.744769219517
2011,PHL,Philippines,Real GDP growth rate (%),3.8582385687947
2011,PHL,Philippines,Real long-term bond yield (%),3.1789635167533
2012,PHL,Philippines,Government expenditure (% of GDP),17.706023220128
2012,PHL,Philippines,Government revenue (% of GDP),17.486927052438
2012,PHL,Philippines,Gross public debt (% of GDP),45.691174312688
2012,PHL,Philippines,Interest on public debt (% of GDP),2.5104992148248
2012,PHL,Philippines,Primary balance (% of GDP),2.2914030471347
2012,PHL,Philippines,Primary expenditure (% of GDP),15.195524005303
2012,PHL,Philippines,Real GDP growth rate (%),6.8969622981983
2012,PHL,Philippines,Real long-term bond yield (%),2.8627167887244
2013,PHL,Philippines,Government expenditure (% of GDP),17.325328859425
2013,PHL,Philippines,Government revenue (% of GDP),17.696826952831
2013,PHL,Philippines,Gross public debt (% of GDP),43.86314432825
2013,PHL,Philippines,Interest on public debt (% of GDP),2.3687465006909
2013,PHL,Philippines,Primary balance (% of GDP),2.7402445940972
2013,PHL,Philippines,Primary expenditure (% of GDP),14.956582358734
2013,PHL,Philippines,Real GDP growth rate (%),6.7505273440505
2013,PHL,Philippines,Real long-term bond yield (%),1.9246757683526
2014,PHL,Philippines,Government expenditure (% of GDP),16.831492571271
2014,PHL,Philippines,Government revenue (% of GDP),18.154655455496
2014,PHL,Philippines,Gross public debt (% of GDP),40.299298211501
2014,PHL,Philippines,Interest on public debt (% of GDP),2.1533633965703
2014,PHL,Philippines,Primary balance (% of GDP),3.4765262807959
2014,PHL,Philippines,Primary expenditure (% of GDP),14.6781291747
2014,PHL,Philippines,Real GDP growth rate (%),6.3479864114042
2014,PHL,Philippines,Real long-term bond yield (%),1.6755196436591
2015,PHL,Philippines,Government expenditure (% of GDP),17.786458406253
2015,PHL,Philippines,Government revenue (% of GDP),17.931535419239
2015,PHL,Philippines,Gross public debt (% of GDP),39.687992351592
2015,PHL,Philippines,Interest on public debt (% of GDP),1.9631087109664
2015,PHL,Philippines,Primary balance (% of GDP),2.1081857239524
2015,PHL,Philippines,Primary expenditure (% of GDP),15.823349695287
2015,PHL,Philippines,Real GDP growth rate (%),6.3483045991546
2015,PHL,Philippines,Real long-term bond yield (%),4.8315371215607
2016,PHL,Philippines,Government expenditure (% of GDP),19.011100470801
2016,PHL,Philippines,Government revenue (% of GDP),18.267023353892
2016,PHL,Philippines,Gross public debt (% of GDP),37.37636527635
2016,PHL,Philippines,Interest on public debt (% of GDP),1.7803409932422
2016,PHL,Philippines,Primary balance (% of GDP),1.0362638763326
2016,PHL,Philippines,Primary expenditure (% of GDP),17.230759477559
2016,PHL,Philippines,Real GDP growth rate (%),7.1494606697247
2016,PHL,Philippines,Real long-term bond yield (%),4.1433218972766
2017,PHL,Philippines,Government expenditure (% of GDP),19.457405486003
2017,PHL,Philippines,Government revenue (% of GDP),18.705840027672
2017,PHL,Philippines,Gross public debt (% of GDP),38.130096479052
2017,PHL,Philippines,Interest on public debt (% of GDP),1.6275090898516
2017,PHL,Philippines,Primary balance (% of GDP),0.87594363152126
2017,PHL,Philippines,Primary expenditure (% of GDP),17.829896396151
2017,PHL,Philippines,Real GDP growth rate (%),6.9309933164312
2017,PHL,Philippines,Real long-term bond yield (%),2.8510420330415
2018,PHL,Philippines,Government expenditure (% of GDP),20.913430288807
2018,PHL,Philippines,Government revenue (% of GDP),19.429765639608
2018,PHL,Philippines,Gross public debt (% of GDP),37.147156030287
2018,PHL,Philippines,Interest on public debt (% of GDP),1.6526808557701
2018,PHL,Philippines,Primary balance (% of GDP),0.16901620657181
2018,PHL,Philippines,Primary expenditure (% of GDP),19.260749433037
2018,PHL,Philippines,Real GDP growth rate (%),6.3414900542205
2018,PHL,Philippines,Real long-term bond yield (%),2.1803217589748
2019,PHL,Philippines,Government expenditure (% of GDP),21.720499832215
2019,PHL,Philippines,Government revenue (% of GDP),20.218405950249
2019,PHL,Philippines,Gross public debt (% of GDP),36.972652335317
2019,PHL,Philippines,Interest on public debt (% of GDP),1.5700637443602
2019,PHL,Philippines,Primary balance (% of GDP),0.067969862394918
2019,PHL,Philippines,Primary expenditure (% of GDP),20.150436087854
2019,PHL,Philippines,Real GDP growth rate (%),6.1185176701126
2019,PHL,Philippines,Real long-term bond yield (%),2.767234655776
2020,PHL,Philippines,Government expenditure (% of GDP),25.920111767028
2020,PHL,Philippines,Government revenue (% of GDP),20.375808404105
2020,PHL,Philippines,Gross public debt (% of GDP),51.643607872847
2020,PHL,Philippines,Interest on public debt (% of GDP),1.8186846419842
2020,PHL,Philippines,Primary balance (% of GDP),-3.7256187209389
2020,PHL,Philippines,Primary expenditure (% of GDP),24.101427125044
2020,PHL,Philippines,Real GDP growth rate (%),-9.5183031552126
2020,PHL,Philippines,Real long-term bond yield (%),1.5713376068376
2021,PHL,Philippines,Government expenditure (% of GDP),27.199619733889
2021,PHL,Philippines,Government revenue (% of GDP),20.96858420158
2021,PHL,Philippines,Gross public debt (% of GDP),57.004625716155
2021,PHL,Philippines,Interest on public debt (% of GDP),1.8043167203212
2021,PHL,Philippines,Primary balance (% of GDP),-4.4267188119875
2021,PHL,Philippines,Primary expenditure (% of GDP),25.395303013567
2021,PHL,Philippines,Real GDP growth rate (%),5.7147281860562
2021,PHL,Philippines,Real long-term bond yield (%),1.1636197789967
2022,PHL,Philippines,Government expenditure (% of GDP),25.886770906345
2022,PHL,Philippines,Government revenue (% of GDP),20.410761390212
2022,PHL,Philippines,Gross public debt (% of GDP),57.388785214059
2022,PHL,Philippines,Interest on public debt (% of GDP),1.983281364086
2022,PHL,Philippines,Primary balance (% of GDP),-3.4927281520467
2022,PHL,Philippines,Primary expenditure (% of GDP),23.903489542259
2022,PHL,Philippines,Real GDP growth rate (%),7.5809912814841
2022,PHL,Philippines,Real long-term bond yield (%),1.4022418878605
2023,PHL,Philippines,Government expenditure (% of GDP),24.65388977301
2023,PHL,Philippines,Government revenue (% of GDP),20.280780002345
2023,PHL,Philippines,Gross public debt (% of GDP),56.47273661607
2023,PHL,Philippines,Interest on public debt (% of GDP),2.2705614495572
2023,PHL,Philippines,Primary balance (% of GDP),-2.1025483211081
2023,PHL,Philippines,Primary expenditure (% of GDP),22.383328323453
2023,PHL,Philippines,Real GDP growth rate (%),5.5458485990196
2023,PHL,Philippines,Real long-term bond yield (%),0.10407484458582
2005,ROU,Romania,Government expenditure (% of GDP),32.301257155447
2005,ROU,Romania,Government revenue (% of GDP),31.610842360035
2005,ROU,Romania,Gross public debt (% of GDP),15.905109740959
2005,ROU,Romania,Interest on public debt (% of GDP),1.1912352250334
2005,ROU,Romania,Primary balance (% of GDP),0.50082042962137
2005,ROU,Romania,Primary expenditure (% of GDP),31.110021930413
2005,ROU,Romania,Real GDP growth rate (%),4.6861407032118
2005,ROU,Romania,Real long-term bond yield (%),-2.022690615886
2006,ROU,Romania,Government expenditure (% of GDP),33.857165279993
2006,ROU,Romania,Government revenue (% of GDP),32.497186099067
2006,ROU,Romania,Gross public debt (% of GDP),12.423584136659
2006,ROU,Romania,Interest on public debt (% of GDP),0.79810341034874
2006,ROU,Romania,Primary balance (% of GDP),-0.56187577057706
2006,ROU,Romania,Primary expenditure (% of GDP),33.059061869644
2006,ROU,Romania,Real GDP growth rate (%),8.0239731574685
2006,ROU,Romania,Real long-term bond yield (%),0.67148587705436
2007,ROU,Romania,Government expenditure (% of GDP),34.565228166621
2007,ROU,Romania,Government revenue (% of GDP),31.51895823051
2007,ROU,Romania,Gross public debt (% of GDP),11.949157499417
2007,ROU,Romania,Interest on public debt (% of GDP),0.72719396764461
2007,ROU,Romania,Primary balance (% of GDP),-2.3190759684664
2007,ROU,Romania,Primary expenditure (% of GDP),33.838034198977
2007,ROU,Romania,Real GDP growth rate (%),7.1976858167161
2007,ROU,Romania,Real long-term bond yield (%),2.3010040446334
2008,ROU,Romania,Government expenditure (% of GDP),35.27139609058
2008,ROU,Romania,Government revenue (% of GDP),30.666652341291
2008,ROU,Romania,Gross public debt (% of GDP),12.331554887367
2008,ROU,Romania,Interest on public debt (% of GDP),0.69945498121091
2008,ROU,Romania,Primary balance (% of GDP),-3.9052887680782
2008,ROU,Romania,Primary expenditure (% of GDP),34.571941109369
2008,ROU,Romania,Real GDP growth rate (%),9.4069567575034
2008,ROU,Romania,Real long-term bond yield (%),-0.15496921855615
2009,ROU,Romania,Government expenditure (% of GDP),36.31273940731
2009,ROU,Romania,Government revenue (% of GDP),29.454633539175
2009,ROU,Romania,Gross public debt (% of GDP),21.774895346419
2009,ROU,Romania,Interest on public debt (% of GDP),1.1420350261747
2009,ROU,Romania,Primary balance (% of GDP),-5.7160708419603
2009,ROU,Romania,Primary expenditure (% of GDP),35.170704381135
2009,ROU,Romania,Real GDP growth rate (%),-5.5517840767157
2009,ROU,Romania,Real long-term bond yield (%),4.1067466243625
2010,ROU,Romania,Government expenditure (% of GDP),37.431503306367
2010,ROU,Romania,Government revenue (% of GDP),31.210433206135
2010,ROU,Romania,Gross public debt (% of GDP),28.967385681843
2010,ROU,Romania,Interest on public debt (% of GDP),1.3463837243583
2010,ROU,Romania,Primary balance (% of GDP),-4.8746863758737
2010,ROU,Romania,Primary expenditure (% of GDP),36.085119582008
2010,ROU,Romania,Real GDP growth rate (%),-3.9129071339162
2010,ROU,Romania,Real long-term bond yield (%),1.2452499775991
2011,ROU,Romania,Government expenditure (% of GDP),34.980065677424
2011,ROU,Romania,Government revenue (% of GDP),30.920643668045
2011,ROU,Romania,Gross public debt (% of GDP),32.346497371524
2011,ROU,Romania,Interest on public debt (% of GDP),1.5127639779954
2011,ROU,Romania,Primary balance (% of GDP),-2.5466580313836
2011,ROU,Romania,Primary expenditure (% of GDP),33.467301699428
2011,ROU,Romania,Real GDP growth rate (%),4.5171217419966
2011,ROU,Romania,Real long-term bond yield (%),0.861580033
2012,ROU,Romania,Government expenditure (% of GDP),33.467226016698
2012,ROU,Romania,Government revenue (% of GDP),31.082315912583
2012,ROU,Romania,Gross public debt (% of GDP),35.371410148298
2012,ROU,Romania,Interest on public debt (% of GDP),1.7238756756939
2012,ROU,Romania,Primary balance (% of GDP),-0.66103442842045
2012,ROU,Romania,Primary expenditure (% of GDP),31.743350341004
2012,ROU,Romania,Real GDP growth rate (%),1.9249665304261
2012,ROU,Romania,Real long-term bond yield (%),2.350910654233
2013,ROU,Romania,Government expenditure (% of GDP),34.168655663586
2013,ROU,Romania,Government revenue (% of GDP),31.729319165571
2013,ROU,Romania,Gross public debt (% of GDP),37.783122908397
2013,ROU,Romania,Interest on public debt (% of GDP),1.7018129587435
2013,ROU,Romania,Primary balance (% of GDP),-0.73752353927166
2013,ROU,Romania,Primary expenditure (% of GDP),32.466842704842
2013,ROU,Romania,Real GDP growth rate (%),0.26997005253541
2013,ROU,Romania,Real long-term bond yield (%),0.26362097063711
2014,ROU,Romania,Government expenditure (% of GDP),33.754543341857
2014,ROU,Romania,Government revenue (% of GDP),31.772283168419
2014,ROU,Romania,Gross public debt (% of GDP),39.138366968845
2014,ROU,Romania,Interest on public debt (% of GDP),1.5252008140411
2014,ROU,Romania,Primary balance (% of GDP),-0.45705935939693
2014,ROU,Romania,Primary expenditure (% of GDP),32.229342527816
2014,ROU,Romania,Real GDP growth rate (%),4.1206672515519
2014,ROU,Romania,Real long-term bond yield (%),1.1421068298602
2015,ROU,Romania,Government expenditure (% of GDP),34.162993337296
2015,ROU,Romania,Government revenue (% of GDP),32.816238465594
2015,ROU,Romania,Gross public debt (% of GDP),37.711558983899
2015,ROU,Romania,Interest on public debt (% of GDP),1.3435281149575
2015,ROU,Romania,Primary balance (% of GDP),-0.0032267567444393
2015,ROU,Romania,Primary expenditure (% of GDP),32.819465222339
2015,ROU,Romania,Real GDP growth rate (%),3.1604995181795
2015,ROU,Romania,Real long-term bond yield (%),1.8683231139754
2016,ROU,Romania,Government expenditure (% of GDP),31.812970428952
2016,ROU,Romania,Government revenue (% of GDP),29.316404873074
2016,ROU,Romania,Gross public debt (% of GDP),37.834516040336
2016,ROU,Romania,Interest on public debt (% of GDP),1.3314184213069
2016,ROU,Romania,Primary balance (% of GDP),-1.1651471345711
2016,ROU,Romania,Primary expenditure (% of GDP),30.481552007645
2016,ROU,Romania,Real GDP growth rate (%),2.8575514536935
2016,ROU,Romania,Real long-term bond yield (%),2.1906300061549
2017,ROU,Romania,Government expenditure (% of GDP),31.018636259189
2017,ROU,Romania,Government revenue (% of GDP),28.16250010082
2017,ROU,Romania,Gross public debt (% of GDP),35.26228902408
2017,ROU,Romania,Interest on public debt (% of GDP),1.1888655918035
2017,ROU,Romania,Primary balance (% of GDP),-1.6672705665662
2017,ROU,Romania,Primary expenditure (% of GDP),29.829770667386
2017,ROU,Romania,Real GDP growth rate (%),8.1965068046346
2017,ROU,Romania,Real long-term bond yield (%),-0.75549731832503
2018,ROU,Romania,Government expenditure (% of GDP),31.729295571744
2018,ROU,Romania,Government revenue (% of GDP),28.989969670482
2018,ROU,Romania,Gross public debt (% of GDP),34.397022246607
2018,ROU,Romania,Interest on public debt (% of GDP),1.3496066884307
2018,ROU,Romania,Primary balance (% of GDP),-1.3897192128315
2018,ROU,Romania,Primary expenditure (% of GDP),30.379688883314
2018,ROU,Romania,Real GDP growth rate (%),6.029023522105
2018,ROU,Romania,Real long-term bond yield (%),-2.379651084398
2019,ROU,Romania,Government expenditure (% of GDP),33.310495565722
2019,ROU,Romania,Government revenue (% of GDP),28.753925166896
2019,ROU,Romania,Gross public debt (% of GDP),35.054003846231
2019,ROU,Romania,Interest on public debt (% of GDP),1.1424936597008
2019,ROU,Romania,Primary balance (% of GDP),-3.4140767391253
2019,ROU,Romania,Primary expenditure (% of GDP),32.168001906021
2019,ROU,Romania,Real GDP growth rate (%),3.8531669700137
2019,ROU,Romania,Real long-term bond yield (%),-2.2628543096355
2020,ROU,Romania,Government expenditure (% of GDP),38.182739019131
2020,ROU,Romania,Government revenue (% of GDP),28.618441572563
2020,ROU,Romania,Gross public debt (% of GDP),46.736071759842
2020,ROU,Romania,Interest on public debt (% of GDP),1.3604583936921
2020,ROU,Romania,Primary balance (% of GDP),-8.2038390528758
2020,ROU,Romania,Primary expenditure (% of GDP),36.822280625439
2020,ROU,Romania,Real GDP growth rate (%),-3.6775100574542
2020,ROU,Romania,Real long-term bond yield (%),-0.048573125785033
2021,ROU,Romania,Government expenditure (% of GDP),37.14225045119
2021,ROU,Romania,Government revenue (% of GDP),30.419909093329
2021,ROU,Romania,Gross public debt (% of GDP),48.468896125423
2021,ROU,Romania,Interest on public debt (% of GDP),1.5120379282162
2021,ROU,Romania,Primary balance (% of GDP),-5.2103034296442
2021,ROU,Romania,Primary expenditure (% of GDP),35.630212522973
2021,ROU,Romania,Real GDP growth rate (%),5.7088942941613
2021,ROU,Romania,Real long-term bond yield (%),-3.5900541379858
2022,ROU,Romania,Government expenditure (% of GDP),37.043440460675
2022,ROU,Romania,Government revenue (% of GDP),31.230820333888
2022,ROU,Romania,Gross public debt (% of GDP),47.489419810419
2022,ROU,Romania,Interest on public debt (% of GDP),2.0761633344878
2022,ROU,Romania,Primary balance (% of GDP),-3.7364567922992
2022,ROU,Romania,Primary expenditure (% of GDP),34.967277126188
2022,ROU,Romania,Real GDP growth rate (%),4.1070189138822
2023,ROU,Romania,Government expenditure (% of GDP),36.616917944456
2023,ROU,Romania,Government revenue (% of GDP),31.010702682693
2023,ROU,Romania,Gross public debt (% of GDP),48.854045092801
2023,ROU,Romania,Interest on public debt (% of GDP),1.9070665495166
2023,ROU,Romania,Primary balance (% of GDP),-3.6991487122455
2023,ROU,Romania,Primary expenditure (% of GDP),34.709851394939
2023,ROU,Romania,Real GDP growth rate (%),2.1484812004114
2005,ZAF,South Africa,Government expenditure (% of GDP),25.140367446924
2005,ZAF,South Africa,Government revenue (% of GDP),25.038860754125
2005,ZAF,South Africa,Gross public debt (% of GDP),29.637125748503
2005,ZAF,South Africa,Interest on public debt (% of GDP),2.9490187806206
2005,ZAF,South Africa,Primary balance (% of GDP),2.8475120878211
2005,ZAF,South Africa,Primary expenditure (% of GDP),22.191348666304
2005,ZAF,South Africa,Real GDP growth rate (%),5.2770450177323
2005,ZAF,South Africa,Real long-term bond yield (%),2.6754966329967
2006,ZAF,South Africa,Government expenditure (% of GDP),24.666602109065
2006,ZAF,South Africa,Government revenue (% of GDP),25.479904858983
2006,ZAF,South Africa,Gross public debt (% of GDP),28.030116728567
2006,ZAF,South Africa,Interest on public debt (% of GDP),2.6874531613137
2006,ZAF,South Africa,Primary balance (% of GDP),3.5007559112314
2006,ZAF,South Africa,Primary expenditure (% of GDP),21.979148947752
2006,ZAF,South Africa,Real GDP growth rate (%),5.6038119135489
2006,ZAF,South Africa,Real long-term bond yield (%),2.4762812160693
2007,ZAF,South Africa,Government expenditure (% of GDP),24.428555844052
2007,ZAF,South Africa,Government revenue (% of GDP),25.643871061455
2007,ZAF,South Africa,Gross public debt (% of GDP),24.325986267238
2007,ZAF,South Africa,Interest on public debt (% of GDP),2.4103733362993
2007,ZAF,South Africa,Primary balance (% of GDP),3.6256885537026
2007,ZAF,South Africa,Primary expenditure (% of GDP),22.018182507753
2007,ZAF,South Africa,Real GDP growth rate (%),5.3604653777197
2007,ZAF,South Africa,Real long-term bond yield (%),2.0138110289828
2008,ZAF,South Africa,Government expenditure (% of GDP),26.008531641721
2008,ZAF,South Africa,Government revenue (% of GDP),25.52059204257
2008,ZAF,South Africa,Gross public debt (% of GDP),24.044821033293
2008,ZAF,South Africa,Interest on public debt (% of GDP),2.228528838875
2008,ZAF,South Africa,Primary balance (% of GDP),1.7405892397243
2008,ZAF,South Africa,Primary expenditure (% of GDP),23.780002802846
2008,ZAF,South Africa,Real GDP growth rate (%),3.1910370014021
2008,ZAF,South Africa,Real long-term bond yield (%),0.59216594045032
2009,ZAF,South Africa,Government expenditure (% of GDP),28.45742680718
2009,ZAF,South Africa,Government revenue (% of GDP),23.790093386501
2009,ZAF,South Africa,Gross public debt (% of GDP),26.994637876853
2009,ZAF,South Africa,Interest on public debt (% of GDP),2.2034962954003
2009,ZAF,South Africa,Primary balance (% of GDP),-2.4638371252793
2009,ZAF,South Africa,Primary expenditure (% of GDP),26.25393051178
2009,ZAF,South Africa,Real GDP growth rate (%),-1.5380860372302
2009,ZAF,South Africa,Real long-term bond yield (%),1.357598800763
2010,ZAF,South Africa,Government expenditure (% of GDP),28.340470018306
2010,ZAF,South Africa,Government revenue (% of GDP),23.826319032154
2010,ZAF,South Africa,Gross public debt (% of GDP),31.185362806088
2010,ZAF,South Africa,Interest on public debt (% of GDP),2.3599771188573
2010,ZAF,South Africa,Primary balance (% of GDP),-2.1541738672947
2010,ZAF,South Africa,Primary expenditure (% of GDP),25.980492899449
2010,ZAF,South Africa,Real GDP growth rate (%),3.0397461787307
2010,ZAF,South Africa,Real long-term bond yield (%),2.2538312480928
2011,ZAF,South Africa,Government expenditure (% of GDP),28.079520925084
2011,ZAF,South Africa,Government revenue (% of GDP),24.375246045071
2011,ZAF,South Africa,Gross public debt (% of GDP),34.742040013261
2011,ZAF,South Africa,Interest on public debt (% of GDP),2.4078077780751
2011,ZAF,South Africa,Primary balance (% of GDP),-1.2964671019377
2011,ZAF,South Africa,Primary expenditure (% of GDP),25.671713147009
2011,ZAF,South Africa,Real GDP growth rate (%),3.1685524341676
2011,ZAF,South Africa,Real long-term bond yield (%),0.67982064421681
2012,ZAF,South Africa,Government expenditure (% of GDP),28.618683260315
2012,ZAF,South Africa,Government revenue (% of GDP),24.579208967356
2012,ZAF,South Africa,Gross public debt (% of GDP),37.407879407299
2012,ZAF,South Africa,Interest on public debt (% of GDP),2.5345806951258
2012,ZAF,South Africa,Primary balance (% of GDP),-1.5048935978334
2012,ZAF,South Africa,Primary expenditure (% of GDP),26.084102565189
2012,ZAF,South Africa,Real GDP growth rate (%),2.3962159311601
2012,ZAF,South Africa,Real long-term bond yield (%),1.6322521266211
2013,ZAF,South Africa,Government expenditure (% of GDP),28.910083590186
2013,ZAF,South Africa,Government revenue (% of GDP),25.005887856544
2013,ZAF,South Africa,Gross public debt (% of GDP),40.355903677554
2013,ZAF,South Africa,Interest on public debt (% of GDP),2.7271765279371
2013,ZAF,South Africa,Primary balance (% of GDP),-1.177019205705
2013,ZAF,South Africa,Primary expenditure (% of GDP),26.182907062249
2013,ZAF,South Africa,Real GDP growth rate (%),2.4854738691629
2013,ZAF,South Africa,Real long-term bond yield (%),2.4981837381204
2014,ZAF,South Africa,Government expenditure (% of GDP),29.321059653467
2014,ZAF,South Africa,Government revenue (% of GDP),25.394725247491
2014,ZAF,South Africa,Gross public debt (% of GDP),43.253384900794
2014,ZAF,South Africa,Interest on public debt (% of GDP),2.8644576618224
2014,ZAF,South Africa,Primary balance (% of GDP),-1.0618767441536
2014,ZAF,South Africa,Primary expenditure (% of GDP),26.456601991644
2014,ZAF,South Africa,Real GDP growth rate (%),1.4138281208779
2014,ZAF,South Africa,Real long-term bond yield (%),1.885893146923
2015,ZAF,South Africa,Government expenditure (% of GDP),30.164090181614
2015,ZAF,South Africa,Government revenue (% of GDP),25.790097206931
2015,ZAF,South Africa,Gross public debt (% of GDP),45.195466062311
2015,ZAF,South Africa,Interest on public debt (% of GDP),3.0353500282617
2015,ZAF,South Africa,Primary balance (% of GDP),-1.3386429464205
2015,ZAF,South Africa,Primary expenditure (% of GDP),27.128740153352
2015,ZAF,South Africa,Real GDP growth rate (%),1.3218757778268
2015,ZAF,South Africa,Real long-term bond yield (%),5.1517647058823
2016,ZAF,South Africa,Government expenditure (% of GDP),29.90856691322
2016,ZAF,South Africa,Government revenue (% of GDP),26.183574200385
2016,ZAF,South Africa,Gross public debt (% of GDP),47.134049296625
2016,ZAF,South Africa,Interest on public debt (% of GDP),3.193879520165
2016,ZAF,South Africa,Primary balance (% of GDP),-0.53111319267053
2016,ZAF,South Africa,Primary expenditure (% of GDP),26.714687393055
2016,ZAF,South Africa,Real GDP growth rate (%),0.66454140693762
2016,ZAF,South Africa,Real long-term bond yield (%),2.5870416197975
2017,ZAF,South Africa,Government expenditure (% of GDP),29.859959395163
2017,ZAF,South Africa,Government revenue (% of GDP),25.844125310855
2017,ZAF,South Africa,Gross public debt (% of GDP),48.588207887415
2017,ZAF,South Africa,Interest on public debt (% of GDP),3.3244476027222
2017,ZAF,South Africa,Primary balance (% of GDP),-0.69138648158557
2017,ZAF,South Africa,Primary expenditure (% of GDP),26.535511792441
2017,ZAF,South Africa,Real GDP growth rate (%),1.1579555032829
2017,ZAF,South Africa,Real long-term bond yield (%),3.44125251243
2018,ZAF,South Africa,Government expenditure (% of GDP),30.152285501233
2018,ZAF,South Africa,Government revenue (% of GDP),26.420025415076
2018,ZAF,South Africa,Gross public debt (% of GDP),51.536268526754
2018,ZAF,South Africa,Interest on public debt (% of GDP),3.4914465203125
2018,ZAF,South Africa,Primary balance (% of GDP),-0.24081356584458
2018,ZAF,South Africa,Primary expenditure (% of GDP),26.66083898092
2018,ZAF,South Africa,Real GDP growth rate (%),1.5567667517752
2018,ZAF,South Africa,Real long-term bond yield (%),4.1078617363344
2019,ZAF,South Africa,Government expenditure (% of GDP),31.393811424573
2019,ZAF,South Africa,Government revenue (% of GDP),26.321708278363
2019,ZAF,South Africa,Gross public debt (% of GDP),56.101331026574
2019,ZAF,South Africa,Interest on public debt (% of GDP),3.7069451469952
2019,ZAF,South Africa,Primary balance (% of GDP),-1.3651579992147
2019,ZAF,South Africa,Primary expenditure (% of GDP),27.686866277578
2019,ZAF,South Africa,Real GDP growth rate (%),0.25994234634496
2019,ZAF,South Africa,Real long-term bond yield (%),4.5993583709538
2020,ZAF,South Africa,Government expenditure (% of GDP),34.615743747316
2020,ZAF,South Africa,Government revenue (% of GDP),24.994359249017
2020,ZAF,South Africa,Gross public debt (% of GDP),68.927079363481
2020,ZAF,South Africa,Interest on public debt (% of GDP),4.2097700747033
2020,ZAF,South Africa,Primary balance (% of GDP),-5.4116144235962
2020,ZAF,South Africa,Primary expenditure (% of GDP),30.405973672613
2020,ZAF,South Africa,Real GDP growth rate (%),-6.1689254476819
2020,ZAF,South Africa,Real long-term bond yield (%),5.4450922509224
2021,ZAF,South Africa,Government expenditure (% of GDP),32.542153296585
2021,ZAF,South Africa,Government revenue (% of GDP),27.018169650432
2021,ZAF,South Africa,Gross public debt (% of GDP),68.671757325505
2021,ZAF,South Africa,Interest on public debt (% of GDP),4.2954252989343
2021,ZAF,South Africa,Primary balance (% of GDP),-1.2285583472186
2021,ZAF,South Africa,Primary expenditure (% of GDP),28.246727997651
2021,ZAF,South Africa,Real GDP growth rate (%),4.9550513101432
2021,ZAF,South Africa,Real long-term bond yield (%),4.1643948191157
2022,ZAF,South Africa,Government expenditure (% of GDP),31.879800106678
2022,ZAF,South Africa,Government revenue (% of GDP),27.623908997455
2022,ZAF,South Africa,Gross public debt (% of GDP),70.832465006882
2022,ZAF,South Africa,Interest on public debt (% of GDP),4.5953591493012
2022,ZAF,South Africa,Primary balance (% of GDP),0.33946804007797
2022,ZAF,South Africa,Primary expenditure (% of GDP),27.284440957377
2022,ZAF,South Africa,Real GDP growth rate (%),1.9114686345817
2022,ZAF,South Africa,Real long-term bond yield (%),1.8511405382312
2023,ZAF,South Africa,Government expenditure (% of GDP),32.620839319258
2023,ZAF,South Africa,Government revenue (% of GDP),26.777852852869
2023,ZAF,South Africa,Gross public debt (% of GDP),73.362829376396
2023,ZAF,South Africa,Interest on public debt (% of GDP),5.0107673896086
2023,ZAF,South Africa,Primary balance (% of GDP),-0.83221907678017
2023,ZAF,South Africa,Primary expenditure (% of GDP),27.610071929649
2023,ZAF,South Africa,Real GDP growth rate (%),0.69849792404843
2023,ZAF,South Africa,Real long-term bond yield (%),2.8203535375202
2005,THA,Thailand,Government expenditure (% of GDP),19.579762498661
